County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Oswego,Plant,Flowering Plants,Sedges,Eleocharis robbinsii,Robbins Spike Rush,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Hydrocotyle umbellata,Many-flowered Marsh Pennywort,not available,Rare,not listed,S3,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Recently Confirmed
Oswego,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,not available,Rare,not listed,S3S4,G4G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,2004,Rare,not listed,S3,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ontarionis,Ontario Aster,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Utricularia geminiscapa,Hiddenfruit Bladderwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,not available,Rare,not listed,S3,G5,Recently Confirmed
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius melodus,Piping Plover,1984,Endangered,Endangered/Threatened,S3B,G3,Historically Confirmed
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Chlidonias niger,Black Tern,2010,Endangered,not listed,S2B,G4,Recently Confirmed
Oswego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2000-2005,Endangered,not listed,S3B,G4,Recently Confirmed
Oswego,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike,not available,Endangered,not listed,S1B,G4,Recently Confirmed
Oswego,Animal,Butterflies and Moths,Moths,Hemileuca sp. 1,Bogbean Buckmoth,2016,Endangered,not listed,S1,G1Q,Recently Confirmed
Oswego,Animal,Fish,Sculpins,Cottus ricei,Spoonhead Sculpin,not available,Endangered,not listed,SH,G5,Historically Confirmed
Oswego,Animal,Fish,Salmon and Trout,Prosopium cylindraceum,Round Whitefish,not available,Endangered,not listed,S1S2,G5,Possible but not Confirmed
Oswego,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,not available,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Orchids,Calypso bulbosa var. americana,Calypso,1969,Endangered,not listed,SH,G5T5?,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Carex gynocrates,Northern Bog Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Carex livida,Livid Sedge,2006,Endangered,not listed,S1,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Carex tenuiflora,Sparse-flowered Sedge,2006,Endangered,not listed,S1,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,1936,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Eleocharis diandra,Wright's Spike Rush,1936,Endangered,not listed,S1,G2,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Eleocharis quadrangulata,Angled Spike Rush,1946,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,1994,Endangered,not listed,S1,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,not available,Endangered,not listed,S1S2,G4,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,not available,Endangered,not listed,S1S2,G4,Possible but not Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Swamp Smartweed,2000,Endangered,not listed,S1S2,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,not available,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1879,Endangered,not listed,S1,G4,Historically Confirmed
Oswego,Plant,Flowering Plants,Orchids,Platanthera leucophaea,Eastern Prairie Fringed Orchid,1882,Endangered,Threatened,SH,G2G3,Extirpated
Oswego,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,1910,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. pumila,Great Lakes Sand Cherry,2001,Endangered,not listed,S1,G5T4,Recently Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,1854,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush,2002,Endangered,not listed,S2,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,1927,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum oolentangiense,Sky-blue Aster,1936,Endangered,not listed,S1,G5,Historically Confirmed
Oswego,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2008,Endangered,Endangered,S1,G2,Recently Confirmed
Oswego,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,2007,Endangered,Threatened,S2,G3,Recently Confirmed
Otsego,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,2000-2005,Threatened,not listed,S3B,G4,Recently Confirmed
Otsego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000,Threatened,not listed,S3B,G5,Recently Confirmed
Otsego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2009,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Otsego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Otsego,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,not available,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Otsego,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Otsego,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,1889,Threatened,not listed,S2,G4,Historically Confirmed
Otsego,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,1924,Threatened,not listed,S2,G3,Historically Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,2004,Threatened,not listed,S2,G5,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,not available,Threatened,not listed,S2,G5T5,Possible but not Confirmed
Otsego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,1936,Threatened,not listed,S2,G5,Historically Confirmed
Otsego,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,1876,Threatened,not listed,S2,G3G4T3T4,Historically Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Otsego,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Otsego,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,1965,Threatened,not listed,S1,G3,Historically Confirmed
Otsego,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater,1997,Threatened,not listed,S1S2,G3,Recently Confirmed
Otsego,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,1978,Threatened,not listed,S3,G4,Historically Confirmed
Otsego,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,1992,Rare,not listed,S3,G3G4,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,2004,Rare,not listed,S3,G5,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,1930,Rare,not listed,S3,G5T3,Historically Confirmed
Otsego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,not available,Endangered,not listed,S3B,G4,Historically Confirmed
Otsego,Plant,Flowering Plants,Sedges,Carex emoryi,Emory's Sedge,not available,Endangered,not listed,S2,G5,Recently Confirmed
Otsego,Plant,Flowering Plants,Orchids,Cypripedium candidum,Small White Lady's Slipper,1865,Endangered,not listed,S1,G4,Possible but not Confirmed
Otsego,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,not available,Endangered,not listed,SH,G5T3T5,Possible but not Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Hippuris vulgaris,Mare's Tail,not available,Endangered,not listed,S1,G5,Historically Confirmed
Otsego,Plant,Flowering Plants,Rushes,Juncus scirpoides var. scirpoides,Sedge Rush,not available,Endangered,not listed,S1,G5TNR,Possible but not Confirmed
Otsego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,1950,Endangered,not listed,S1,G5?,Historically Confirmed
Otsego,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,2004,Endangered,not listed,S1S2,G4,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,not available,Endangered,not listed,S1S2,G4,Possible but not Confirmed
Otsego,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1965,Endangered,not listed,S1,G4,Historically Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,not available,Endangered,not listed,S1,G5,Historically Confirmed
Otsego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum lanceolatum var. interior,Small-headed Aster,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,not available,Endangered,not listed,S1S2,G4Q,Possible but not Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,not available,Endangered,not listed,S1,G5,Recently Confirmed
Otsego,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1976,Endangered,Threatened,S2,G3,Extirpated
Putnam,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Putnam,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Putnam,Plant,Conifers,Conifers,Chamaecyparis thyoides,Atlantic White Cedar,2001,Threatened,not listed,S2,G4,Recently Confirmed
Putnam,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,1989,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,not available,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,2003,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,2003,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2011,Threatened,not listed,S2S3,G4?,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,2011,Threatened,not listed,S1S2,G5T5?,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,not available,Threatened,not listed,S2,G4,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1993,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil,not available,Threatened,not listed,S2,G4,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,1896,Threatened,not listed,S2,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,1891,Threatened,not listed,S2,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,1994,Threatened,not listed,S2S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Populus heterophylla,Swamp Cottonwood,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,not available,Threatened,not listed,S2,G3,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,1989,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,not available,Threatened,not listed,S2,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Tooth Cup,2001,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,2003,Threatened,not listed,S2,G5T4,Recently Confirmed
Putnam,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Putnam,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,2000,Threatened,not listed,S2S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Putnam,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2009,Threatened,Threatened,S1,G1G2,Recently Confirmed
Putnam,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2017,Threatened,not listed,S3,G4,Recently Confirmed
Putnam,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,1990-1999,Threatened,not listed,S2S3,G4,Recently Confirmed
Putnam,Animal,Reptiles,Lizards,Sceloporus undulatus,Fence Lizard,2017,Threatened,not listed,S1,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Delmarva Beggar-ticks,2011,Rare,not listed,S3,G3G4,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,1999,Rare,not listed,S3,G5T3,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Utricularia geminiscapa,Hiddenfruit Bladderwort,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Putnam,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,2013,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Putnam,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2009,Endangered,not listed,S3B,G4,Recently Confirmed
Putnam,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys hesseli,Hessel's Hairstreak,not available,Endangered,not listed,S1,G3G4,Possible but not Confirmed
Putnam,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,2009,Endangered,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,1990,Endangered,not listed,S1S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Crassula aquatica,Water Pigmyweed,1994,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,not available,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cuscuta campestris,Field Dodder,not available,Endangered,not listed,S1,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder,not available,Endangered,not listed,S1,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Eleocharis aestuum,Tidal Spike Rush,1936,Endangered,not listed,S1,G3,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,not available,Endangered,not listed,S1S2,G5,Possible but not Confirmed
