County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,not available,Endangered,not listed,SH,G5T3T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Descurainia pinnata ssp. brachycarpa,Northern Tansy-mustard,1867,Endangered,not listed,S1,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Gymnocladus dioicus,Kentucky Coffee Tree,1989,Endangered,not listed,S1,G5,Recently Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. calycosa,Southern Bluets,1884,Endangered,not listed,SH,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,1946,Endangered,not listed,S1,G5?,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Tompkins,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,1922,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Swamp Smartweed,1919,Endangered,not listed,S1S2,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,1875,Endangered,not listed,S1,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,not available,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,2005,Endangered,not listed,S1,G4,Recently Confirmed
Tompkins,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,1989,Endangered,not listed,S1,G3,Recently Confirmed
Tompkins,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass,1918,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Pseudognaphalium micradenium,Catfoot,1919,Endangered,not listed,SH,G4G5T3?,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,not available,Endangered,not listed,S1S2,G5T5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,1952,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,not available,Endangered,not listed,S1S2,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,1947,Endangered,not listed,S1,GNR,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Smallanthus uvedalia,Bear's Foot,not available,Endangered,not listed,SH,G4G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,not available,Endangered,not listed,S1,G4,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,1920,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum lanceolatum var. interior,Small-headed Aster,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Tilia americana var. heterophylla,White Basswood,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tompkins,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1940,Endangered,Threatened,S2,G3,Historically Confirmed
Ulster,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,2000-2005,Threatened,not listed,S3B,G4,Recently Confirmed
Ulster,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2008,Threatened,not listed,S3B,G5,Recently Confirmed
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2016,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Ulster,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,2004,Threatened,not listed,S3B,G5,Recently Confirmed
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Ulster,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Ulster,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2004,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Ulster,Animal,Birds,"Rails, Coots and Cranes",Rallus elegans,King Rail,2013,Threatened,not listed,S1B,G4,Recently Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Asplenium montanum,Mountain Spleenwort,2014,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,1903,Threatened,not listed,S2S3,G4,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,1993,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Animal,Fish,Darters and Sunfishes,Lepomis peltastes,Northern Sunfish,1974,Threatened,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,1899,Threatened,not listed,S2S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,1937,Threatened,not listed,S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,1958,Threatened,not listed,S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,2009,Threatened,not listed,S2S3,G5?,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Ulster,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,1985,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,2001,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2008,Threatened,not listed,S2S3,G4?,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,2014,Threatened,not listed,S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,1964,Threatened,not listed,S2,G5T5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,2011,Threatened,not listed,S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,1964,Threatened,not listed,S2S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge,2015,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,1887,Threatened,not listed,S2,G5T5,Historically Confirmed
Ulster,Plant,Flowering Plants,Grasses,Diarrhena obovata,Beakgrass,2007,Threatened,not listed,S2,G4G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,2011,Threatened,not listed,S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1980,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,1996,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,2001,Threatened,not listed,S2,G3G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Velvety Bush Clover,1899,Threatened,not listed,S2,G4?,Historically Confirmed
Ulster,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,not available,Threatened,not listed,S2,G5?T3,Possible but not Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Ludwigia sphaerocarpa,Globe-fruited Ludwigia,1998,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Rushes,Oreojuncus trifidus,Arctic Rush,2015,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,2014,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,1996,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,2008,Threatened,not listed,S2S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,1936,Threatened,not listed,S1S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Populus heterophylla,Swamp Cottonwood,2006,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,1896,Threatened,not listed,S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,2014,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Tooth Cup,not available,Threatened,not listed,S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,1993,Threatened,not listed,S2,G5T4,Recently Confirmed
Ulster,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,2014,Threatened,not listed,S2,G3G4T3T4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Viburnum edule,Squashberry,1995,Threatened,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,1910,Threatened,not listed,S2,G5TNR,Historically Confirmed
Ulster,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2010,Threatened,Threatened,S1,G1G2,Recently Confirmed
Ulster,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,2001,Threatened,not listed,S1,G3,Recently Confirmed
Ulster,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2016,Threatened,not listed,S3,G4,Recently Confirmed
Ulster,Plant,Ferns and Fern Allies,Clubmosses,Huperzia appressa,Appalachian Firmoss,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Rare,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Delmarva Beggar-ticks,2003,Rare,not listed,S3,G3G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort,not available,Rare,not listed,S3,G4?,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Lobelia nuttallii,Nuttall's Lobelia,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Recently Confirmed
Ulster,Plant,Flowering Plants,Rushes,Luzula echinata,Spiny Wood Rush,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Mononeuria glabra,Appalachian Sandwort,2013,Rare,not listed,S3,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Mononeuria groenlandica,Mountain Sandwort,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,1992,Rare,not listed,S3,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,2010,Rare,not listed,S3,G3G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,2008,Rare,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,not available,Rare,not listed,S3S4,G4G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead,not available,Rare,not listed,S3,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Scutellaria parvula var. parvula,Small Skullcap,not available,Rare,not listed,S3,G4T4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal,not available,Rare,not listed,S3,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,1903,Rare,not listed,S3,G5T3,Historically Confirmed
Ulster,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,2013,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Ulster,Animal,Amphibians,Frogs and Toads,Acris crepitans,Northern Cricket Frog,2014,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2016,Endangered,not listed,S2,G5,Recently Confirmed
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2015,Endangered,not listed,S3B,G4,Recently Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Asplenium bradleyi,Bradley's Spleenwort,1936,Endangered,not listed,SH,G4,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Crepidomanes intricatum,Appalachian Bristle Fern,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Clubmosses,Diphasiastrum complanatum,Northern Running-pine,1979,Endangered,not listed,S1S2,G5,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,1979,Endangered,not listed,S1,GNR,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Myriopteris lanosa,Woolly Lip Fern,1970,Endangered,not listed,SH,G5,Historically Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Vittaria appalachiana,Appalachian Shoestring Fern,1994,Endangered,not listed,S1,G4,Recently Confirmed
Ulster,Plant,Ferns and Fern Allies,Ferns,Woodsia alpina,Alpine Cliff Fern,1993,Endangered,not listed,S1,G4G5,Recently Confirmed
Ulster,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Aconitum noveboracense,Northern Monkshood,2012,Endangered,Threatened,S1,G3,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1963,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Ulster,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,1932,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama,2014,Endangered,not listed,S2,G5T5,Recently Confirmed
Ulster,Plant,Flowering Plants,Grasses,Calamagrostis perplexa,Wood Reed Grass,2007,Endangered,not listed,S1,G1,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,2008,Endangered,not listed,S3,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,2008,Endangered,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex reznicekii,Reznicek's Sedge,2015,Endangered,not listed,S1S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,1896,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge,not available,Endangered,not listed,S1,G4G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,2015,Endangered,not listed,S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,1899,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,not available,Endangered,not listed,S1S2,G5,Possible but not Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Corema conradii,Broom Crowberry,2012,Endangered,not listed,S1,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Crassula aquatica,Water Pigmyweed,1936,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,1937,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,2014,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Ulster,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,1893,Endangered,not listed,SH,G5T3T5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil,1896,Endangered,not listed,S1,G4G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,not available,Endangered,not listed,S1,G5TNR,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,1936,Endangered,not listed,S1,G4,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Eleocharis aestuum,Tidal Spike Rush,1944,Endangered,not listed,S1,G3,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Eleocharis ambigens,Creeping Spike Rush,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,1993,Endangered,not listed,S1S2,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Sedges,Eleocharis quadrangulata,Angled Spike Rush,1936,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Geum macrophyllum var. macrophyllum,Bigleaf Yellow Avens,2009,Endangered,not listed,S1,G5T5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. calycosa,Southern Bluets,1896,Endangered,not listed,SH,G5T5,Historically Confirmed
Ulster,Plant,Flowering Plants,Orchids,Isotria medeoloides,Small Whorled Pogonia,1920,Endangered,Threatened,S1,G2?,Historically Confirmed
Ulster,Plant,Flowering Plants,Rushes,Juncus subcaudatus,Spreading Rush,1999,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca floridana,False Lettuce,not available,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,not available,Endangered,not listed,S1,G5?,Historically Confirmed
Ulster,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,2015,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,1936,Endangered,not listed,S2,G5T1,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose,1961,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,2007,Endangered,not listed,S1S2,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Swamp Smartweed,1936,Endangered,not listed,S1S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1931,Endangered,not listed,S1,G4,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,not available,Endangered,not listed,S1S2,G5T5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,1959,Endangered,not listed,S1,GNR,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Rhodiola rosea,Common Roseroot,1995,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Sagina decumbens ssp. decumbens,Trailing Pearlwort,not available,Endangered,not listed,S1,G5T5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Salvia lyrata,Lyre-leaved Sage,not available,Endangered,not listed,SH,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,1988,Endangered,not listed,S1S2,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap,2010,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,1957,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,not available,Endangered,not listed,S1,G4,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Thaspium barbinode,Hairy-jointed Meadow Parsnip,not available,Endangered,not listed,S1,G5,Recently Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Utricularia juncea,Rush Bladderwort,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Ulster,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Vernonia gigantea,Tall Ironweed,1954,Endangered,not listed,S1,G5,Historically Confirmed
Ulster,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,not available,Endangered,not listed,SH,G4,Historically Confirmed
