Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference
2129916,CAYUGA,FW,302,912801,ROBERT DUSSEAU & STEPHEN C DUSSEAU,CHATEAU DUSSEAU,5292 ERRON HILL RD,,LOCKE,NY,13092,1/23/2019,1/31/2022,FARM WINERY,,,POINT (-76.39316 42.664548)
1273606,NEW YORK,CD,304,937864,PREMIUM INTERNATIONAL & DOMESTIC DISTRIBUTION LLC,,"223 E 50TH ST, STE 5B",,NEW YORK,NY,10022,11/2/2020,9/30/2021,CIDER PRODUCER,,,POINT (-73.969726 40.755381)
3156854,ONTARIO,FD,106,937940,BREWERY SERVICES INC,TWIN ELDER BREWERY,160 SCHOOL ST,STE 5,VICTOR,NY,14564,11/5/2020,11/30/2021,FARM BREWERY,,,POINT (-77.417131 42.980117)
1309171,RICHMOND,FD,106,999999,GORDON JAMES LLC,THE FLAGSHIP BREWING COMPANY,38-40 MINTHORNE ST,,STATEN ISLAND,NY,10301,5/29/2018,2/28/2022,FARM BREWERY,,,POINT (-74.075605 40.636733)
3148743,ONTARIO,MI,101,999999,CHOSEN SPOT BREWING COMPANY INC,NAKED DOVE BREWING COMPANY,4048 ROUTE 5 & 20,,CANANDAIGUA,NY,14424,8/31/2020,9/30/2021,MICRO BREWERY,,,POINT (-77.22554 42.866285)
1315171,SUFFOLK,MI,101,937125,SECATOGUE BREWING LLC,SECATOGUE BREWING COMPANY,375 UNION BLVD,,WEST ISLIP,NY,11795,3/3/2021,2/28/2022,MICRO BREWER,,,POINT (-73.302734 40.707033)
2176085,ALBANY,DD,207,999999,"ALBANY DISTILLING COMPANY INC, THE",,78 MONTGOMERY ST,,ALBANY,NY,12207,3/21/2016,10/31/2021,FARM DISTILLER,,,POINT (-73.74729600000002 42.654347)
3156031,ONTARIO,MI,101,932534,NOBLE SHEPHERD LLC,NOBLE SHEPHERD CRAFT BREWERY,7853 RTE 20A,,BLOOMFIELD,NY,14469,7/10/2020,7/31/2021,MICROBREWERY,,,
3156512,LIVINGSTON,FW,302,913278,OLD STUMPBLOWER CIDER WORKS LLC,ORIGINAL STUMP BLOWER CIDERWORKS; OSB CIDERWORKS,5901 BIG TREE RD,,LAKEVILLE,NY,14480,2/13/2019,2/28/2022,FARM WINERY,,,POINT (-77.699025 42.834729)
3157584,MONROE,MI,101,933691,FOGGY HARBOR BREWERY LLC,IRON TUG BREWING,360 RIDGE RD W,1ST FLOOR EAST,ROCHESTER,NY,14615,8/12/2020,7/31/2021,MICROBREWERY,,,POINT (-77.636762 43.199587)
3165850,ONTARIO,FD,106,999999,NOBLE SHEPHERD LLC,NOBLE SHEPHERD CRAFT BREWERY,7853 RTE 20A,,BLOOMFIELD,NY,14469,,7/31/2021,FARM BREWER,,,
3159936,ONTARIO,FD,106,999999,DCL BEVERAGE LLC,WEBE BREWING COMPANY,796 PRE EMPTION RD,,GENEVA,NY,14456,1/10/2018,12/31/2021,FARM BREWER,,,POINT (-77.010964 42.863008)
3144582,NIAGARA,FW,302,912690,VICTORIANBOURG WINE ESTATE LTD,VICTORIANBOURG WINE ESTATE,4402 E LAKE ROAD,,WILSON,NY,14172,1/17/2019,3/31/2022,FARM WINERY PRODUCING WINE,,,POINT (-78.802729 43.322988)
1313585,SUFFOLK,FW,302,903693,OREGON ROAD WINES LLC,LIEB CELLARS,35 COX NECK RD,,MATTITUCK,NY,11952,12/21/2018,11/30/2021,TENANT FARM WINERY,,,POINT (-72.554046 40.988801)
2202628,ONEIDA,CD,304,937006,MATT BREWING CO INC,ADIRONDACK CELLARS,811 EDWARD ST,,UTICA,NY,13502,2/24/2021,2/28/2022,CIDER PRODUCER AND WHOLESALER,,,POINT (-75.24466800000002 43.104504)
3161424,ERIE,DA,206,999999,BARN DOG CRAFT DISTILLING LLC,BARN DOG CRAFT DISTILLING,1851 FOUR ROD RD,,E AURORA,NY,14052,11/15/2018,10/31/2021,MICRO DISTILLER,distiller class A-1,,POINT (-78.536968 42.839927)
1312335,BRONX,FD,106,999999,TORCH & CROWN 704 BROADWAY LLC,,463 E 173RD ST,,BRONX,NY,10457,12/24/2018,11/30/2021,FARM BREWER,,,POINT (-73.901384 40.841683)
2201528,ONONDAGA,FD,106,937030,STOUT BEARD BREWING COMPANY LLC,,1153 W FAYETTE ST,STE 102,SYRACUSE,NY,13204,2/25/2021,2/28/2022,FARM BREWER,,,POINT (-76.172856 43.046253)
1304442,NASSAU,DB,205,999999,OLD SPIRIT DISTILLERY INC,,3670 6 W OCEANSIDE RD,,OCEANSIDE,NY,11572,10/26/2018,9/30/2021,FARM DISTILLER CLASS B-1,,,POINT (-73.632586 40.621514)
2214355,DELAWARE,FW,302,910673,GREEN SUN ORCHARD & CIDERY LLC,,7109 COUNTY HWY 27,,TROUT CREEK,NY,13847,1/10/2019,12/31/2021,FARM WINERY,,,POINT (-75.279824 42.181899)
3161978,ERIE,DD,207,999999,BARN DOG CRAFT DISTILLING LLC,BARN DOG CRAFT DISTILLING,1851 FOUR ROD RD,,E AURORA,NY,14052,2/7/2019,10/31/2021,FARM DISTILLER,,,POINT (-78.536968 42.839927)
3153970,STEUBEN,FD,106,933617,FINGER LAKES BEER COMPANY LLC,,8462 STATE ROUTE 54,,HAMMONDSPORT,NY,14840,8/10/2020,9/30/2021,FARM BREWER,,,POINT (-77.226147 42.399697)
2156512,CAYUGA,FW,302,914183,JOHN C IZZO,IZZOS WHITE BARN WINERY,6634 CAYUGA ROAD,RT 20 TO NORTH & GENESEE TO SO,CAYUGA,NY,13034,3/19/2019,3/31/2022,FARM WINERY,,,POINT (-76.705868 42.938206)
3160028,NIAGARA,FW,302,849437,ARROWHEAD SPRING VINEYARDS LLC,,4746 TOWNLINE RD,,LOCKPORT,NY,14094,12/27/2018,11/30/2021,FARM WINERY,,,POINT (-78.75439 43.178581)
3161707,TOMPKINS,FD,106,999999,GARRETTS BREWING COMPANY INC,,1 W MAIN ST,,TRUMANSBURG,NY,14886,11/21/2019,11/30/2021,FARM BREWER,,,POINT (-76.662567 42.542082)
2193081,CORTLAND,FD,106,934636,CORTLAND BEER COMPANY LLC,CORTLAND BEER COMPANY,16 COURT ST,,CORTLAND,NY,13045,9/29/2020,9/30/2021,FARM BREWER,,,POINT (-76.179553 42.599334)
3160888,ERIE,MI,101,938213,FROTH BREWING CO LLC,FROTH BREWING CO,700 MILITARY RD,UNIT B,BUFFALO,NY,14216,11/23/2020,12/31/2021,MICRO BREWER,,,POINT (-78.889608 42.956335)
1050787,WESTCHESTER,DW,301,914332,PROSPERO WINERY INC,326 MARBLE AVENUE,134 MARBLE AVENUE,123 CASTLETON AVE,PLEASANTVILLE,NY,10570,3/28/2019,3/31/2022,WINERY,,,POINT (-73.788839 41.128659)
1312233,KINGS,DA,206,999999,PROOF OF CONCEPT LLC,,86 34TH ST,C134,BROOKLYN,NY,11232,10/3/2018,11/30/2021,DISTILLER CLASS A-1,,,POINT (-74.006079 40.657141)
2505011,ONONDAGA,FW,302,912823,ROBERT MATTUCCI,STONE AGE WINERY,1013 TULIP ST,,LIVERPOOL,NY,13088,1/24/2019,1/31/2022,FARM WINERY,,,POINT (-76.205841 43.11089)
1309039,QUEENS,MI,101,999999,CHARLIE WORK LLC,EVIL TWIN BREWING,1612 1616 GEORGE ST,,RIDGEWOOD,NY,11385,11/1/2018,10/31/2021,MICROBREWER,,,POINT (-73.904284 40.696328)
2212956,ORANGE,DD,207,883296,BLACK DIRT DISTILLING LLC,BLACK DIRT DISTILLING CO,385 GLENWOOD RD,,PINE ISLAND,NY,10969,9/6/2018,8/31/2021,FARM DISTILLER,,,POINT (-74.476999 41.279461)
2200385,CLINTON,FD,106,937885,VALCOUR BREWING COMPANY LLC,,49 OHIO AVE,,PLATTSBURGH,NY,12903,11/3/2020,11/30/2021,FARM BREWERY,,,POINT (-73.442164 44.678391)
3014281,YATES,FW,302,914415,KENNETH F & EILEEN M FARNAN,BC FARM WNRY & BARRINGTON CELLARS,2690 GRAY ROAD,VINEYARD & BARRINGTON CELLARS,PENN YAN,NY,145279554,4/2/2019,3/31/2022,FARM WINERY,,,POINT (-77.084769 42.549356)
3146859,TOMPKINS,DW,301,912734,PORTS OF NEW YORK LLC,,815 TABER ST,,ITHACA,NY,14850,1/18/2019,3/31/2022,WINERY,,,POINT (-76.514991 42.438834)
3164998,ONTARIO,MI,101,917339,ARDENNES BREWING LLC,,570 SNELL RD,,GENEVA,NY,14456,6/1/2021,2/28/2022,MICRO BREWER,,Licensed Patio & Yard,POINT (-76.999309 42.828959)
1316911,SUFFOLK,MI,101,932706,PO'BOY BREWERY LTD,,200 WILSON ST,BUILDING E3,PORT JEFFERSON STATIO,NY,11776,7/22/2020,7/31/2021,MICROBREWER,,,POINT (-73.056239 40.933336)
3155344,MONROE,FD,106,935618,SWIFTWATER BREWING COMPANY LLC,,378 MT HOPE AVE,,ROCHESTER,NY,14620,12/18/2020,11/30/2021,FARM BREWER,,,POINT (-77.612218 43.142557)
2211480,CAYUGA,MR,210,917987,NEXT CHAPTER BREWING COMPANY INC,NEXT CHAPTER BREWPUB,100 GENESEE ST,STE B,AUBURN,NY,13021,12/5/2019,7/31/2021,"RESTAURANT BREWER SERVING LIQUOR, WINE, BEER AND CIDER",Recorded/DJ/Juke Box/ Karaoke/Live Music,"Licensed Sidewalk Cafe,Addition for customer seating inside mall.",POINT (-76.566846 42.931423)
2142176,MONTGOMERY,FW,302,913073,KENNETH M SCHICK,HUMMINGBIRD HILLS WINERY,1442 BURTONVILLE RD,,FULTONVILLE,NY,12072,2/1/2019,3/31/2022,FARM WINERY,,,POINT (-74.307224 42.815571)
2167271,RENSSELAER,MI,101,940060,BROWNS BREWING COMPANY LLC,BROWN'S TAPROOM,50 FACTORY HILL RD,,HOOSICK FALLS,NY,12090,4/23/2021,1/31/2022,MICROBREWERY MANUFACTURING BEER,,,POINT (-73.343932 42.925656000000004)
2189559,GREENE,FD,106,933831,HONEY HOLLOW BREWING INC,HONEY HOLLOW BREWERY,376 E HONEY HOLLOW RD,,EARLTON,NY,12058,8/18/2020,8/31/2021,FARM BREWER,,"Production of less than 60,000 barrels of beer annually",POINT (-73.927649 42.403511)
2192859,ONONDAGA,MI,101,934723,DOUBLE BARREL BREWING COMPANY LLC,,112 WALTER DR,,SYRACUSE,NY,13206,10/5/2020,9/30/2021,MICROBREWERY,,,POINT (-76.098624 43.070193)
2200885,OTSEGO,FW,302,907985,HEARTSEASE HILL LLC,,217 PRITCHARD RD,,W WINFIELD,NY,13491,9/7/2018,9/30/2021,SPECIAL FARM WINERY,,,POINT (-75.225936 42.823498)
2213657,ONONDAGA,MI,101,999999,TALKING CURSIVE BREWING COMPANY LLC,,301 ERIE BLVD W,,SYRACUSE,NY,13202,2/12/2019,1/31/2022,MICRO BREWER,,Licensed Sidewalk Cafe,POINT (-76.156385 43.050915)
3160164,SENECA,MI,101,999999,BOTTOMLESS BREWING LLC,,3543 E LAKE RD,,GENEVA,NY,14456,1/30/2018,12/31/2021,MICRO BREWER,,,POINT (-76.933564 42.854009)
2216776,ALBANY,MI,101,934525,LIONHEART 3G LLC,LIONHEART,448 MADISON AVE,,ALBANY,NY,12208,9/21/2020,10/31/2021,MICRO BREWER,,,POINT (-73.768253 42.652735)
2216538,JEFFERSON,MI,101,933618,FLASHBACK BREWING COMPANY LLC,FLASHBACK BREWING COMPANY,1309 STATE ST,,WATERTOWN,NY,13601,8/10/2020,8/31/2021,MICRO BREWER,,,POINT (-75.888839 43.969325)
3154393,STEUBEN,FD,106,937394,CHAUTAUQUA BREWING COMPANY LLC,THE BREWERY OF BROKEN DREAMS,8319 PLEASANT VALLEY RD,,HAMMONDSPORT,NY,14840,3/15/2021,3/31/2022,FARM BREWER,,,POINT (-77.244861 42.404494)
2169839,SCHENECTADY,FW,302,920803,DOMENIC CAPOCCIA,CAPOCCIA VINEYARDS & WINERY,2820 BALLTOWN RD,,NISKAYUNA,NY,12309,8/21/2019,3/31/2022,FARM WINERY,,,POINT (-73.890745 42.845671)
3158008,MONROE,FD,106,999999,CTB GROUP INC,WOOD KETTLE BREWING,1192 MANITOU RD,STE 13,HILTON,NY,14468,7/16/2018,2/28/2022,FARM BREWER,,,POINT (-77.751029 43.25452500000001)
1191018,SUFFOLK,FW,302,911653,NORTH FORK WINES & VINEYARDS LLC,,19110 SOUNDVIEW AVENUE,,SOUTHOLD,NY,11971,12/18/2018,12/31/2021,FARM WINERY,,,POINT (-72.42537 41.085829)
1315138,KINGS,MI,101,935583,WILD EAST BREWING CO LLC,,623 SACKETT ST,,BROOKLYN,NY,11217,12/14/2020,11/30/2021,MICROBREWER,,,POINT (-73.983526 40.678404)
1161107,SUFFOLK,FW,302,913822,EAST END VINEYARDS LLC,,35 COX NECK ROAD,LAUREL LAKE DR/SHIRLEY ROAD,MATTITUCK,NY,11952,3/6/2019,3/31/2022,FARM WINERY,,,POINT (-72.554046 40.988801)
2212139,GREENE,MR,210,908011,HUNTER FOODS LLC,HUNTER MOUNTAIN BREWERY,7267 RTE 23A,,HUNTER,NY,12442,8/8/2018,7/31/2021,"RESTAURANT BREWER SERVING LIQUOR, WINE, BEER & CIDER",,Live & Recorded Music - Licensed Deck,
2199546,DUTCHESS,MI,101,933687,MILL HOUSE HOSPITALITY INC,MILL HOUSE BREWING COMPANY,289 MILL ST,,POUGHKEEPSIE,NY,12601,8/12/2020,8/31/2021,MICRO BREWER,,,POINT (-73.926731 41.705074)
3161944,ONTARIO,MI,101,935905,NEW YORK BEER PROJECT LLC,NEW YORK BEER PROJECT,300 HIGH ST,,VICTOR,NY,14564,1/11/2021,1/31/2022,MICRO BREWER,,,POINT (-77.434654 43.024092)
2185968,ONONDAGA,MR,210,909254,BIG RIVER BREWERIES INC,GORDON BIERSCH BREWERY RESTAURANT,306 HIAWATHA BLVD WEST,SPACE J101,SYRACUSE,NY,13290,10/23/2018,12/31/2021,"RESTAURANT BREWER SERVING BEER, WINE, CIDER AND LIQUOR",,,POINT (-76.169049 43.06873)
2013224,ULSTER,DW,301,907874,ROYAL WINE CORPORATION,APPLEATION CIDERS; BOONDOCKS SPIRITS,AUXILIARY ROUTE 2 / 9 W NO,,MARLBORO,NY,12542,8/29/2018,9/30/2021,WINERY,,,
1264215,QUEENS,MI,101,938071,SINGLECUT BEERSMITHS LLC,,1933 37TH ST,,ASTORIA,NY,11105,11/13/2020,11/30/2021,MICROBREWERY,,,POINT (-73.901894 40.778448)
1319365,SUFFOLK,MI,101,935625,GHOST BREWING COMPANY LLC,GHOST BREWING COMPANY,25 DREXEL DR,SPACE A,BAY SHORE,NY,11706,12/21/2020,12/31/2021,MICRO-BREWER,,,POINT (-73.263466 40.760544)
1311141,NASSAU,CF,309,883395,FLORAL TERRANES LLC,,157 E BROADWAY,,ROSLYN,NY,11576,10/5/2018,9/30/2021,FARM CIDERY,,,POINT (-73.645883 40.797344)
2218053,WASHINGTON,FD,106,934901,HIGHLANDER BREWING CO LLC,,453 COUNTRY RTE 47,,ARGYLE,NY,12809,10/14/2020,10/31/2021,FARM BREWER,,,POINT (-73.455994 43.229207)
2206171,ALBANY,MI,101,935726,PERFECT WORLD BREWING LLC,,1276 BROADWAY,REAR SUITE,ALBANY,NY,12204,12/28/2020,12/31/2021,MICRO-BREWERY,,,POINT (-73.736422 42.674843)
1245804,SUFFOLK,FW,302,912775,ECM LLC,GRAMERCY VINEYARDS,9650 SOUND AVE,,MATTITUCK,NY,11952,1/22/2019,3/31/2022,FARM WINERY,M-Fri 8AM - 5PM,,POINT (-72.544843 40.987903)
2214346,ONONDAGA,FD,106,999999,ONCO FERMENTATIONS INC,,397 RTE 281,,TULLY,NY,13159,1/22/2019,12/31/2021,FARM BREWER,,Licensed Patio & Beer Garden,
2213025,LEWIS,FD,106,99999,RC SPOT LLC,@RCH AND TREE CAKE CIDER,5501 TRINITY AVE,,LOWVILLE,NY,13367,2/26/2020,7/31/2021,FARM BREWER,,,POINT (-75.487222 43.790646)
2213465,ULSTER,FW,302,849353,FJORD VINEYARDS LLC,,156 HIGHLAND AVE,,MARLBORO,NY,12542,10/24/2018,9/30/2021,FARM WINERY,Alternating Proprietorship,,POINT (-73.982567 41.596729)
1157486,SUFFOLK,FW,302,913349,SCAROLA VINEYARDS INC,,139 SAGG RD,MONTAUK HGWY & RAILROAD AVE,SAGAPONACK,NY,11962,2/15/2019,2/28/2022,FARM WINERY,,,POINT (-72.278906 40.944682)
3151650,CHEMUNG,MI,101,917318,UPSTATE BREWING COMPANY LLC,,3028 LAKE RD,,ELMIRA,NY,14903,5/18/2021,3/31/2022,MICRO BREWERY MANUFACTURE & WHOLESALE BEER,Licensed Patio,,POINT (-76.812173 42.13331)
1046245,SUFFOLK,MI,101,932826,BLACK FOREST BREW HAUS LLC,,2015 NEW HGWY,,FARMINGDALE,NY,11735,7/29/2020,7/31/2021,MICROBREWERY,,,POINT (-73.414884 40.755127)
3012528,SCHUYLER,FW,302,912732,LAKEWOOD VINEYARDS INC,LAKEWOOD VINEYARDS,4024 STATE ROUTE 14,,WATKINS GLEN,NY,14891,1/18/2019,3/31/2022,FARM WINERY,,,
2211303,DELAWARE,DD,207,999999,CATSKILL PROVISIONS INC,,244 DELAWARE LAKE RD,,LONG EDDY,NY,12760,1/2/2019,12/31/2021,FARM DISTILLER,,,POINT (-75.135614 41.884951)
3163686,ONTARIO,MI,101,937994,L & D ACQUISITION LLC,EAST COAST CRUSH & CO-PACK,1 LAKE NIAGARA LANE,,NAPLES,NY,14512,11/6/2020,11/30/2021,MICROBREWER,,,POINT (-77.398169 42.621482)
2212924,ULSTER,DB,202,908491,PRINCE DISTILLERY LLC,,1519 RTE 9W,,MARLBORO,NY,12542,11/20/2018,10/31/2021,DISTILLER CLASS B,,,POINT (-73.964131 41.62440900000001)
2214135,DUTCHESS,DC,204,910647,MILEA ESTATE VINEYARD I LLC,MILEA ESTATE VINEYARD,46 RYMPH RD,,STAATSBURG,NY,12580,12/20/2018,11/30/2021,DISTILLER CLASS C,,,POINT (-73.856884 41.831658)
1271328,BRONX,FD,106,999999,FARLO LLC,GUN HILL BREWING COMPANY,3227 LACONIA AVE,,BRONX,NY,10469,9/14/2017,9/30/2021,FARM BREWER,,,POINT (-73.855566 40.872139)
2217897,SARATOGA,FD,106,935881,BOUND BY FATE BREWING LLC,BOUND BY FATE FARM BEER,7 BROAD ST,,SCHUYLERVILLE,NY,12871,1/8/2021,12/31/2021,FARM BREWER,,,POINT (-73.582458 43.09712900000001)
1330871,KINGS,FD,106,935496,ENDLESS LIFE BREWING LLC,,585 FRANKLIN AVE,,BROOKLYN,NY,11238,2/10/2021,1/31/2022,FARM BREWER,,licensed patio,POINT (-73.955155 40.67849)
2189396,RENSSELAER,FD,106,937001,BLY HOLLOW BREWERY LLC,THE BEER DIVINER,243 BLY HOLLOW RD,,CHERRY PLAIN,NY,12040,2/24/2021,2/28/2022,FARM BREWERY,,,POINT (-73.380664 42.633404)
1045818,SUFFOLK,FW,302,913219,J PETROCELLI WINE CELLARS LLC,RAPHAEL,39390 ROUTE 25,ROUTE 25 & MAIN RD,PECONIC,NY,11958,2/11/2019,2/28/2022,FARM WINERY,,,POINT (-72.461404 41.035367)
1304441,NASSAU,DD,207,999999,OLD SPIRIT DISTILLERY INC,,3670 6 W OCEANSIDE RD,,OCEANSIDE,NY,11572,10/26/2018,9/30/2021,FARM DISTILLER CLASS D,,,POINT (-73.632586 40.621514)
3152412,SENECA,FW,302,913840,BOUNDARY BREAKS LLC,,1428 PORTER COVERT RD,,LODI,NY,14860,3/6/2019,3/31/2022,FARM WINERY,,,POINT (-76.86717 42.629939)
1301415,QUEENS,MI,101,935786,QB COLLECTIVE LLC,QUEENS BREWERY,15-39 COVERT ST,,RIDGEWOOD,NY,11385,1/4/2021,12/31/2021,MICRO-BREWER,,,POINT (-73.903966 40.694796)
2210253,ONONDAGA,FD,106,938480,HILL COUNTRY FARM BREWERY LLC,HERITAGE HILL BREWERY,3149 SWEET RD,,JAMESVILLE,NY,13078,12/8/2020,1/31/2022,FARM BREWER,,Licensed Patios,POINT (-76.017659 42.921213)
2221325,ALBANY,MI,101,935118,"WARBLER BREWERY LLC, THE",,155 DELAWARE AVE,,DELMAR,NY,12054,11/2/2020,10/31/2021,MICRO-BREWERY,,,POINT (-73.81048 42.628988)
3156655,CHAUTAUQUA,DD,207,914315,ENCHANTED MOUNTAIN SPIRITS INC,,137 WATER ST,,JAMESTOWN,NY,14701,3/27/2019,3/31/2022,FARM DISTILLER CLASS D,,,POINT (-79.228489 42.095545)
3160077,ERIE,MI,101,935506,THIN MAN BREWERY OF BUFFALO LLC,,166 CHANDLER ST,SUITE 1,BUFFALO,NY,14207,12/9/2020,1/31/2022,MICRO BREWER,,,POINT (-78.885082 42.943335)
2606423,ONONDAGA,FW,302,912854,ANYELAS VINEYARDS LLC,ANYELAS VINEYARDS,2433 WEST LAKE ROAD,S HENCOOP RD & E SAILBOAT WAY,SKANEATELES,NY,13152,1/28/2019,1/31/2022,FARM WINERY SERVING & SELLING WINE,,Tasting Room:  M-Su 11:00 am - 5:00 pm,POINT (-76.414718 42.88947600000001)
1309599,WESTCHESTER,CD,304,934736,M S WALKER INC,,270 NORTH AVE,STE 709 710,NEW ROCHELLE,NY,10801,10/5/2020,9/30/2021,CIDER PRODUCER,,,POINT (-73.782574 40.911779)
3154034,TIOGA,FD,106,935638,"FARMHOUSE BREWERY LLC, THE",THE FARMHOUSE BREWERY,2 WHIG ST,#A,NEWARK VALLEY,NY,13811,12/21/2020,12/31/2021,FARM BREWER,,,POINT (-76.185212 42.224771)
1306390,QUEENS,MI,101,938301,SEMB CF LLC,MIKKELLER BREWING NYC,123-01 ROOSEVELT AVE,"ROOM 01,R1,01",FLUSHING,NY,11368,11/27/2020,11/30/2021,MICRO-BREWERY,,Licensed Outdoor Patio,POINT (-73.845268 40.754724)
2192502,COLUMBIA,MI,101,937991,CHATHAM BREWING LLC,,59 MAIN ST,,CHATHAM,NY,12037,11/6/2020,12/31/2021,MICROBREWERY,,,POINT (-73.596226 42.36252)
3014278,YATES,FW,302,919809,PREJEAN WINERY INC,PREJEAN,561 LEACH RD,AKA 2634 ROUTE 14,PENN YAN,NY,14527,7/19/2019,3/31/2022,FARM WINERY,,,POINT (-76.943839 42.638548)
2005987,ESSEX,MI,101,933791,"LAKE PLACID PUB & BREWERY CO LLC, THE",,813 MIRROR LAKE DR,,LAKE PLACID,NY,12946,8/14/2020,8/31/2021,MICROBREWERY,,,POINT (-73.981564 44.283089000000004)
3013001,STEUBEN,FW,302,913348,CHATEAU FRANK INC,,9683 MIDDLE ROAD,,HAMMONDSPORT,NY,14840,2/15/2019,2/28/2022,FARM WINERY,,,POINT (-77.18386600000001 42.471345)
3160421,ONTARIO,MI,101,999999,DCL BEVERAGE LLC,WEBE BREWING COMPANY,796 PRE EMPTION RD,,GENEVA,NY,14456,3/26/2018,12/31/2021,MICROBREWER,,,POINT (-77.010964 42.863008)
2212949,ONONDAGA,FW,302,916269,ARTISANS AND CURATORS LLC,SMALLHOLDINGS,2598 NUNNERY RD,,SKANEATELES,NY,13152,12/18/2019,12/31/2021,FARM WINERY,,,POINT (-76.33487 42.850298)
2198940,GREENE,MI,101,939108,RIP VAN WINKLE BREWING CO INC,RIP VAN WINKLE BREWING COMPANY,4545 RTE 32,,CATSKILL,NY,12414,3/24/2021,3/31/2022,MICRO BREWER,,,POINT (-73.985383 42.18536)
2198517,SULLIVAN,MI,101,935788,"ROSCOE NY BEER COMPANY LLC, THE",ROSCOE BEER COMPANY,145 ROCKLAND RD,,ROSCOE,NY,12776,1/4/2021,12/31/2021,MICRO-BREWER,,,POINT (-74.912537 41.946096)
1045790,SUFFOLK,FW,302,914467,LOUGHLIN VINEYARDS INC,LOUGHLIN VINEYARDS,SOUTH MAIN ST,,SAYVILLE,NY,11782,4/4/2019,12/31/2021,FARM WINERY,,,
2606861,DELAWARE,FW,302,913656,EMINENCE ROAD FARM WINERY CORP,EMINENCE ROAD FARM WINERY,3734 EMINENCE ROAD,HILL RD & GARCIA RD,LONG EDDY,NY,12760,3/1/2019,3/31/2022,FARM WINERY,,,POINT (-75.049493 41.897685)
2218012,ORANGE,MI,101,937681,SHEPHERDS EYE BREWING COMPANY LLC,,9 INDUSTRIAL DR,,FLORIDA,NY,10921,10/23/2020,11/30/2021,MICRO BREWERY,,,POINT (-74.360094 41.345697)
3000849,CHAUTAUQUA,DW,301,913354,WOODBURY VINEYARDS INC,WOODBURY VINEYARDS,3230 S ROBERTS RD,,FREDONIA,NY,14063,2/15/2019,1/31/2022,WINERY,,,POINT (-79.271021 42.455321)
1304779,SUFFOLK,FD,106,937763,EASTERN FRONT BREWING LLC,,425 WESTPHALIA RD,,MATTITUCK,NY,11952,10/28/2020,9/30/2021,FARM BREWER,,,POINT (-72.536901 40.991634)
3008116,GENESEE,DB,202,902941,O AT KA MILK PRODUCTS,COOPERATIVE INC,4815 ELLICOTT STREET RD,,BATAVIA,NY,14020,7/13/2018,7/31/2021,DISTILLER B,,,POINT (-78.162199 42.980783)
2213344,CAYUGA,FW,302,849416,HARD PRESSED CIDERY LLC,,8174 GRANT AVE,,WEEDSPORT,NY,13166,12/4/2018,11/30/2021,FARM WINERY,,,POINT (-76.508585 43.012151)
2108930,ULSTER,FW,302,913558,MAGNANINI FARM WINERY INC,,172 STRAWRIDGE ROAD,,WALLKILL,NY,12589,2/27/2019,3/31/2022,FARM WINERY,,,POINT (-74.152013 41.597786)
2216596,DUTCHESS,MI,101,937851,HYDE PARK BREWING COMPANY INC,HYDE PARK BREWING COMPANY,4076 ALBANY POST ROAD,,HYDE PARK,NY,12538,11/2/2020,11/30/2021,MICRO BREWER,,,POINT (-73.930064 41.769033)
2183947,ULSTER,DW,301,913523,ALLIED WINE CORP,STROPKOV SPIRITS AND SILVER CLOUD SPIRITS,70 BERME RD,1ST FLR & 3RD FLR WAREHOUSE,ELLENVILLE,NY,12428,2/27/2019,2/28/2022,WINERY,,,POINT (-74.381779 41.716406)
3158446,TOMPKINS,MI,101,934643,LIQUID STATE BREWING COMPANY INC,,620 W GREEN ST,,ITHACA,NY,14850,9/29/2020,9/30/2021,MICRO-BREWER,,Licensed Rear Patio,POINT (-76.507566 42.438367)
2221802,ONONDAGA,MI,101,938584,UNDERGROUND BEER LAB LLC,,7000 AIRWAYS PARK DR,UNIT D,E SYRACUSE,NY,13057,3/5/2021,2/28/2022,MICRO BREWER,,,POINT (-76.059517 43.109935)
2198632,ALBANY,FD,106,938926,INDIAN LADDER FARMSTEAD BREWERY AND CIDERY LLC,INDIAN LADDER FARMS CIDERY & BREWERY LLC,342 ALTAMONT RD,UNIT E,ALTAMONT,NY,12009,5/13/2021,9/30/2021,FARM BREWERY,,,POINT (-73.977061 42.656394000000006)
3003068,ERIE,CD,304,933782,MAYER BROS APPLE PRODUCTS INC,MAYER BROS HARD CIDER,1540 SENECA CREEK ROAD,,WEST SENECA,NY,14224,8/14/2020,9/30/2021,CIDER PRODUCER,,,POINT (-78.699124 42.854864)
3160881,SCHUYLER,FD,106,999999,PANTOMIME MIXTURES LLC,,3839 BALL DIAMOND RD,,HECTOR,NY,14841,10/29/2018,9/30/2021,FARM BREWER,,,POINT (-76.85663300000002 42.513145)
1313584,SUFFOLK,DW,301,903692,PWG WINE COMPANY LLC,PREMIUM WINE GROUP,35 COX NECK RD,,MATTITUCK,NY,11952,12/21/2018,11/30/2021,WINERY,Host,,POINT (-72.554046 40.988801)
