Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference
2199469,ORANGE,MI,101,999999,KRAFTIFY LLC,DROWNED LANDS BREWERY,251 STATE SCHOOL RD,,WARWICK,NY,10990,6/7/2016,7/31/2023,MICROBREWER,,,POINT (-74.30364 41.274578)
3159546,ERIE,DD,207,937028,YOGA PANTS VODKAS LLC,,75 HAYES PL,,BUFFALO,NY,14210,2/25/2021,3/31/2024,FARM DISTILLER D,,,POINT (-78.826844 42.870049)
1302728,KINGS,DD,207,932598,WIDOW JANE DISTILLERIES LLC,,216 218 CONOVER ST,,BROOKLYN,NY,11231,7/15/2020,7/31/2023,FARM DISTILLER CLASS D,,,POINT (-74.015183 40.67728)
1275813,NASSAU,DW,301,933611,BARNSIDE CELLARS INC,VINIZZO,343 SEA CLIFF AVE,BASEMENT PREMISE,SEA CLIFF,NY,11579,8/10/2020,7/31/2023,WINERY MANUFACTURING WINE FOR WHOLESALE,,The licensed premise is restricted to the basement floor,POINT (-73.649233 40.84939)
2218670,ORANGE,MI,101,999999,TIN BARN BREWING INC,,62 KINGS HWY BYP,,CHESTER,NY,10918,6/2/2020,5/31/2023,MICRO BREWER,,,POINT (-74.281112 41.311423)
2195493,DUTCHESS,DA,206,932257,DENNINGS POINT DISTILLERY LLC,,10 N CHESTNUT ST,,BEACON,NY,12508,7/1/2020,6/30/2023,DISTILLER CLASS A-1,,,POINT (-73.969549 41.505121)
1323309,SUFFOLK,MI,101,999999,TRADEWINDS BREWING LLC,,70 W MAIN ST,,RIVERHEAD,NY,11901,5/4/2020,4/30/2023,MICRO BREWER,,,POINT (-72.663445 40.916919)
3161482,ERIE,MR,210,916814,SCOTT & MAIN LLC,HOFBRAUHAUS BUFFALO,190 SCOTT ST,,BUFFALO,NY,14204,9/25/2020,8/31/2023,"RESTAURANT BREWER SERVING BEER, WINE, LIQUOR AND CIDER",Live music with patron dancing,"Licensed Beer Garden, Patio and Deck",POINT (-78.869698 42.875960000000006)
3158408,WYOMING,MI,101,999999,WINDY BREW LLC,,733 RTE 20A,,STRYKERSVILLE,NY,14145,10/30/2017,11/30/2023,MICRO-BREWERY,,,POINT (-78.435495 42.769757)
3164260,NIAGARA,FW,302,939098,BLACKMAN HOMESTEAD LLC,BLACKMAN CIDER CO,4472 THRALL RD,BARN 1,LOCKPORT,NY,14094,3/24/2021,3/31/2024,FARM WINERY,,,POINT (-78.795716 43.175795)
3162363,CATTARAUGUS,DD,207,999999,STILLHOUSE OF BUFFALO LLC,STEELBOUND BREWERY & DISTILLERY,6600 RTE 219,,ELLICOTTVILLE,NY,14731,,9/30/2023,FARM DISTILLER D,,,POINT (-78.659552 42.285712)
1316807,SUFFOLK,MW,307,923179,WHITE OAKS WINES INC,WHITE OAK WINE GARDEN,38355 MAIN RD RTE. 25,,PECONIC,NY,11964,2/4/2020,1/31/2023,TENANT MICRO FARM WINERY,,,POINT (-72.463342 41.033699)
3165924,WYOMING,FW,302,917129,VINE & BRANCHES JUICE COMPANY INC,BURIED BARREL HARD CIDER,6517 DENTON CORNERS RD,,CASTILE,NY,14427,2/19/2021,11/30/2023,FARM WINERY,,,POINT (-78.052012 42.598643)
3166628,SCHUYLER,FW,302,917289,ATWATER VINEYARDS LLC,,5055 NY ROUTE 414,,BURDETT,NY,14818,4/28/2021,3/31/2024,FARM WINERY,,,POINT (-76.869234 42.478902)
1283472,SUFFOLK,MI,101,999999,"COW HARBOR BEER COMPANY LLC, THE",SAND CITY BREWING COMPANY,19 SCUDDER AVE,,NORTHPORT,NY,11768,6/8/2017,12/31/2023,MICRO-BREWER,,,POINT (-73.350806 40.89955100000001)
3158031,MONROE,FW,302,926096,GALLERY VINEYARDS LLC,GALLERY VINEYARDS,1200 HONEOYE FALLS NO 6 RD,,HONEOYE FALLS,NY,14472,4/30/2020,4/30/2023,FARM WINERY,,,
2200610,ORANGE,DA,206,933569,FERREIRA CARPENTER ESTATES LLC,FERREIRA CARPENTER WINERY,62 W RIDGE RD,,WARWICK,NY,10990,8/7/2020,8/31/2023,DISTILLER CLASS A-1,,,POINT (-74.368523 41.282344)
3165078,ALLEGANY,FW,302,916902,WINEY SHEPHERDS LLC,,9444A TRENKLE RD,STE A,CUBA,NY,14727,10/27/2020,9/30/2023,FARM WINERY,,,POINT (-78.277046 42.239125)
2220265,CAYUGA,DA,201,935291,NEW AGE RENEWABLE ENERGY LLC,NEW AGE RENEWABLE ENERGY LLC,2185 GENOA VENICE TOWN LINE RD,,KING FERRY,NY,13081,12/10/2020,11/30/2023,DISTILLER CLASS A,,,POINT (-76.593926 42.68022)
2206981,CAYUGA,FW,302,932919,BRIGHT LEAF LLC,WILSON FAMILY CELLARS/BRIGHT LEAF VINEYARD,1250 CLEARVIEW RD,,KING FERRY,NY,13081,8/3/2020,8/31/2023,FARM WINERY,,,POINT (-76.655805 42.660305)
2205002,RENSSELAER,CF,309,999999,PATRIOTS HERITAGE CIDER LLC,,60 E SCHAGHTICOKE RD,,SCHAGHTICOKE,NY,12154,4/3/2017,3/31/2023,FARM CIDERY,,,POINT (-73.578578 42.884629)
2218644,SULLIVAN,CF,309,935277,"FORTHRIGHT CYDER AND MEAD, LLC",,9 SHERI LANE,,YOUNGSVILLE,NY,12791,12/7/2020,7/31/2023,FARM CIDERY,,,POINT (-74.70403 41.775153)
2210556,DUTCHESS,FW,302,935845,MILLBROOK WINERY INC,,26 WING RD,,MILLBROOK,NY,12545,1/6/2021,1/31/2024,FARM WINERY,,,POINT (-73.686401 41.837828)
1321881,KINGS,DA,206,923456,AIR COMPANY HOLDINGS INC,,407 JOHNSON AVE,,BROOKLYN,NY,11206,4/27/2020,3/31/2023,DISTILLER CLASS A-1 MICRO DISTILLER,,,POINT (-73.932584 40.70771200000001)
2223764,CAYUGA,MW,307,917167,OLFACTORY FARM LLC,,12973 UPTON RD,,RED CREEK,NY,13143,3/9/2021,2/28/2024,MICRO FARM WINERY,,,POINT (-76.700999 43.244823)
3158554,ONTARIO,FD,106,999999,REINVENTION BREWING LLC,REINVENTION BREWING COMPANY,9 N MAIN ST,,MANCHESTER,NY,14504,4/12/2017,11/30/2023,FARM BREWER,,Licensed Porch/Patio,POINT (-77.23014 42.969805)
1265313,SUFFOLK,FW,302,925225,JEMCO WINERY ASSOCIATES INC,KONTOKOSTA WINERY,825 NORTH RD,,GREENPORT,NY,11944,3/11/2020,4/30/2023,FARM WINERY SELLING AND SERVING WINE,,,POINT (-72.366438 41.114555)
1275764,WESTCHESTER,DA,206,938084,"FOOD CYCLE DISTILLERY LLC, THE",NEVERSINK SPIRITS,33 NEW BROAD ST,,PORT CHESTER,NY,10573,11/16/2020,11/30/2023,DISTILLER A-1,,,POINT (-73.666222 40.999651)
3154523,WAYNE,FW,302,923743,CELK DISTILLING LLC,ROOTSTOCK CIDER & SPIRITS,3274 EDDY RD,,WILLIAMSON,NY,14589,1/2/2020,2/28/2023,FARM WINERY,"Tradenames:Apple Country Spirits, Silverback Distillery & Rootstock Cider Works",,POINT (-77.223902 43.202027)
2198203,SARATOGA,DD,207,937753,YANKEE DISTILLERS LLC,,5 FAIRCHILD SQAURE,,CLIFTON PARK,NY,12065,10/28/2020,3/31/2023,FARM DISTILLER,,,
1325027,SUFFOLK,FD,106,999999,COW HARBOR BEER COMPANY LLC THE,SAND CITY BREWING COMPANY,150 S WELLWOOD AVE,,LINDENHURST,NY,11757,11/19/2020,10/31/2023,FARM BREWER,,,POINT (-73.372772 40.686165)
2218730,DUTCHESS,DB,205,999999,HUDSON VALLEY DISTILLING COMPANY LLC,DUTCH'S SPIRITS,98 RYAN RD,,PINE PLAINS,NY,12567,7/7/2020,6/30/2023,DISTILLER CLASS B-1 MICRO RECTIFIER,,,POINT (-73.667235 41.990115)
2195318,SARATOGA,DB,205,923852,SARATOGA COURAGE LLC,,324 WILTON RD,,GREENFIELD CENTER,NY,12833,1/8/2020,3/31/2023,DISTILLER CLASS B-1,,,POINT (-73.802305 43.141068)
2221626,COLUMBIA,FW,302,935272,HIGH MAPLE FARM INC,HUDSON CHATHAM WINERY,1900 STATE RTE 66,,GHENT,NY,12075,12/4/2020,11/30/2023,FARM WINERY,,,POINT (-73.64123 42.310704)
2223352,WASHINGTON,MW,307,935434,SOUTH DOMINION VINEYARD LLC,POST AND BEAM WINERY,166 BROWNELL RD,,CAMBRIDGE,NY,12816,1/20/2021,12/31/2023,MICRO WINERY,,,POINT (-73.483835 42.999017)
1278552,SUFFOLK,FW,302,926281,RED TAIL PARTNERS LLC,ONABAY VINEYARDS,35 COX NECK RD,,MATTITUCK,NY,11952,5/5/2020,5/31/2023,SPECIAL FARM WINERY,,,POINT (-72.554046 40.988801)
1330382,SUFFOLK,FW,302,938837,CROSSROADS WINE LLC,PECONIC BAY VINEYARDS,31320 MAIN RD,,CUTCHOGUE,NY,11935,4/26/2021,3/31/2024,FARM WINERY,,Licensed Grounds,POINT (-72.480666 41.018509)
1298440,KINGS,FD,106,999999,GRIMM ALES LLC,GRIMM,990 METROPOLITAN AVE,,BROOKLYN,NY,11211,8/30/2020,7/31/2023,FARM BREWER,,,POINT (-73.936513 40.71451)
1278758,KINGS,MR,210,932678,KILLOWEN INC,KEG & LANTERN,95 97 NASSAU AVE,LEONARD ST & MANHATTAN AVE,BROOKLYN,NY,11222,7/21/2020,7/31/2023,RESTAURANT BREWERY SERVING BEER CIDER WINE AND LIQUOR,,Licensed Outdoor Patio,POINT (-73.950328 40.723925)
3163669,ONTARIO,DW,301,917044,E & J GALLO WINERY,CANANDAIGUA WINE COMPANY,116 BUFFALO ST,,CANANDAIGUA,NY,14424,1/5/2021,12/31/2023,WINERY/SPECIAL WINERY,,,POINT (-77.294146 42.896273)
1321556,SUFFOLK,DA,206,999999,HAMPTON RUM COMPANY INC,MONTAUK DISTILLING CO,24 E 2ND ST,,RIVERHEAD,NY,11901,6/26/2020,5/31/2023,DISTILLER CLASS B-1,,,POINT (-72.662052 40.91894)
2188449,SULLIVAN,DD,207,924839,PROHIBITION DISTILLERY LLC,PROHIBITION DISTILLERY,10 UNION ST,,ROSCOE,NY,12776,2/21/2020,2/28/2023,DISTILLER CLASS D (FARM DISTILLER),,"Producing 35,000 gallons or less per year; primarily from NYS grown farm and food products",POINT (-74.913815 41.933079)
3165030,CATTARAUGUS,DD,207,916933,DUDA'S BLUES FAMILY FARM & WINERY LTD,DUDA'S BLUES,9582 N SISSON RD,DISTILLERY BUILDING,MACHIAS,NY,14101,11/12/2020,10/31/2023,"FARM DISTILLER ""D",,,POINT (-78.553745 42.411692)
3165699,SENECA,FW,302,917284,ROBINS VINES LLC,"TORO RUN WINERY, SIX EIGHTY CELLARS, 680 CELLARS",3050 SWICK RD,,OVID,NY,14521,4/27/2021,12/31/2023,FARM WINERY,,Licensed Patio,POINT (-76.765551 42.726299)
1323664,NASSAU,MD,312,931605,MOTION CRAFT BREWED LLC,,1036B PARK BLVD,,MASSAPEQUA PARK,NY,11762,5/21/2020,4/30/2023,MEAD PRODUCER,,,POINT (-73.455553 40.679708)
3155315,CHAUTAUQUA,FW,302,936786,SHERIDAN WINE COMPANY INC,WILLOW CREEK WINERY,2627 CHAPIN RD,,SILVER CREEK,NY,14136,2/10/2021,2/29/2024,FARM WINERY,,,POINT (-79.231745 42.512149)
1329773,SUFFOLK,DW,301,935096,MATCHBOOK DISTILLING COMPANY LLC,,230 CORWIN ST,,GREENPORT,NY,11944,10/27/2020,9/30/2023,WINERY,,,POINT (-72.369686 41.098607)
2195872,CAYUGA,DW,301,926952,WEST BAY ESTATES LLC,COLLOCA ESTATE WINERY,14678 W BAY RD,,STERLING,NY,13156,6/5/2020,7/31/2023,WINERY,,,POINT (-76.721001 43.324746)
2222990,SARATOGA,DA,206,935246,OLD TAVERN FARM DISTILLERY LLC,,45 BROWN RD,,STILLWATER,NY,12170,11/30/2020,10/31/2023,DISTILLER CLASS A-1 (MICRO DISTILLER),,,POINT (-73.719365 43.018592)
2195446,DUTCHESS,DD,207,925401,TACONIC DISTILLERY LLC,TACONIC DISTILLERY,215 BOWEN RD,,STANFORDVILLE,NY,12581,3/24/2020,3/31/2023,DISTILLER CLASS D,,,POINT (-73.727872 41.881756)
2221331,ALBANY,MI,101,999999,BYE-I BREWING LLC,,122 REMSEN ST,,COHOES,NY,12047,5/14/2020,4/30/2023,MICRO BREWER,,,POINT (-73.70109 42.773494)
3162247,ERIE,CF,309,923364,"FARM IN CLARKSBURG LLC, THE",CLARKSBURG CIDER,4493 WALDEN AVE,,LANCASTER,NY,14086,4/1/2020,3/31/2023,FARM CIDERY,,,POINT (-78.593437 42.928487)
1305557,WESTCHESTER,MR,210,938389,CP FACTORIA LLC,FIN & BREW,5 JOHN WALSH BLVD,,PEEKSKILL,NY,10566,12/2/2020,11/30/2023,"RESTAURANT BREWER SERVING BEER, CIDER, WINE AND LIQUOR",Lower level,,POINT (-73.939939 41.274817)
2221185,DUTCHESS,DD,207,999999,BRANCHWATER FARMS LLC,,818 SALISBURY TPKE,,MILAN,NY,12571,9/15/2020,8/31/2023,FARM DISTILLER,,,POINT (-73.780295 41.953092)
3164839,ONTARIO,FD,106,999999,D'ALLESANDRO ENTERPRISES LLC,FREQUENTEM BREWING COMPANY,254 S MAIN ST,,CANANDAIGUA,NY,14424,,7/31/2023,FARM BREWER,,,POINT (-77.278666 42.88392)
1295122,QUEENS,FD,106,999999,DSCC VENTURES LLC,FIFTH HAMMER BREWING COMPANY,10-28 10-36 46TH AVE,,LONG ISLAND CITY,NY,11101,1/10/2019,2/28/2023,FARM BREWER,,,POINT (-73.951494 40.746645)
1333089,SUFFOLK,FW,302,938677,"VINEYARD AT BAITING HOLLOW INC, THE",BAITING HOLLOW FARM VINEYARD,35 COX NECK RD,,MATTITUCK,NY,11952,3/26/2021,2/28/2024,TENANT FARM WINERY,,,POINT (-72.554046 40.988801)
2171195,MADISON,FW,302,999999,CRITZ FARMS INC,CRITZ FARMS BREWING AND CIDER COMPANY,3232 RIPPLETON RD,,CAZENOVIA,NY,13035,7/29/2019,2/28/2023,FARM WINERY,,,POINT (-75.874842 42.881991)
3164828,TOMPKINS,FW,302,916611,WAGGONER LOCAL FARE LLC,LOCAL FARE,1034 CODDINGTON RD,,ITHACA,NY,14850,6/10/2020,5/31/2023,FARM WINERY,,,POINT (-76.444351 42.392862)
2218721,ONEIDA,FD,106,999999,7 HAMLETS BREWING LLC,,26 SEYMOUR LN,,WESTMORELAND,NY,13490,2/24/2020,1/31/2023,FARM BREWER,,LIcensed Porch,POINT (-75.40232700000001 43.099953)
2194989,COLUMBIA,DD,207,925840,HUDSON VALLEY DISTILLERS LLC,,1727 RTE 9,,GERMANTOWN,NY,12526,4/10/2020,2/28/2023,DISTILLER CLASS D,,,POINT (-73.82809500000002 42.083605000000006)
2215044,CLINTON,MI,101,999999,OVAL CRAFT BREWING LLC,,111 OHIO RD,,PLATTSBURGH,NY,12903,4/4/2019,3/31/2023,MICROBREWER,,,POINT (-73.442397 44.679782)
3165053,SENECA,FW,302,916983,HILLICK & HOBBS ESTATE LLC,HILLICK & HOBBS ESTATE,7448 COUNTY RD 153,,OVID,NY,14521,12/3/2020,11/30/2023,FARM WINERY,,,POINT (-76.700128 42.662876)
2207205,ALBANY,CF,309,925263,ROYAL MEADERY LLC,,20 HALLWOOD RD,STE 2,DELMAR,NY,12054,3/13/2020,3/31/2023,FARM CIDERY,,Licensed Patio,POINT (-73.831965 42.623687)
1299331,SUFFOLK,DD,207,999999,MATCHBOOK DISTILLING COMPANY LLC,ANTONYTM BOTTLE COMPANY,230 CORWIN ST,,GREENPORT,NY,11944,3/12/2019,3/31/2024,FARM DISTILLER,,,POINT (-72.369686 41.098607)
2225378,COLUMBIA,DD,207,941021,GRAZIN SPIRITS LLC,,138 BARTEL RD,,GHENT,NY,12075,6/7/2021,10/31/2023,FARM DISTILLER,,,POINT (-73.663045 42.305242)
3165181,SENECA,DD,207,916804,MUSHROOM SPIRITS DISTILLERY LLC,,4055 RTE 89,,FAYETTE,NY,13148,9/18/2020,8/31/2023,FARM DISTILLER,,Licensed patio,POINT (-76.744942 42.828968)
1280648,SUFFOLK,FW,302,933648,CARPE VINO LLC,CARPE VINO,35 COX NECK RD,,MATTITUCK,NY,11952,8/11/2020,9/30/2023,SPECIAL FARM WINERY,,,POINT (-72.554046 40.988801)
2218666,ORANGE,FD,106,999999,TIN BARN BREWING INC,,62 KINGS HWY BYP,,CHESTER,NY,10918,6/2/2020,5/31/2023,FARM BREWER,,,POINT (-74.281112 41.311423)
2201080,ULSTER,DW,301,923493,LIQUID ALTITUDE LLC,LIQUID ALTITUDE,428 DECKER RD,BLDG B,WALLKILL,NY,12589,5/5/2020,2/28/2023,WINERY/SPECIAL WINERY,,,POINT (-74.254529 41.668979)
2220155,FULTON,DD,207,933419,HIGHER GROUND DISTILLING COMPANY LLC,HIGHER GROUND DISTILLING COMPANY,2513 STATE HWY 30,,MAYFIELD,NY,12117,9/28/2020,8/31/2023,FARM DISTILLER,,,POINT (-74.270108 43.107088)
2197567,SARATOGA,FW,302,937911,"FOSSIL STONE VINEYARDS LLC, THE",THE FOSSIL STONE VINEYARDS,331 GRANGE RD,,GREENFIELD CENTER,NY,12833,11/4/2020,11/30/2023,FARM WINERY,,,POINT (-73.847827 43.104987)
2196543,ULSTER,CF,309,937074,BAD SEED CIDER COMPANY LLC,,43 BAILEYS GAP RD,,HIGHLAND,NY,12528,3/1/2021,7/31/2023,FARM CIDERY,,,POINT (-73.996422 41.684863)
3166871,MONROE,FY,313,999999,SEED AND STONE CIDERY LLC,,1115 E MAIN ST,SUITE B12,ROCHESTER,NY,14609,7/14/2021,12/31/2023,FARM MEADERY,,,POINT (-77.582102 43.161984)
1334191,WESTCHESTER,DA,206,999999,LAJOAE SPIRITS INC.,,3199 ALBANY POST RD,STE 218,BUCHANAN,NY,10511,5/28/2021,4/30/2024,MICRO DISTILLER,,,POINT (-73.937104 41.264167)
2218866,COLUMBIA,FW,302,923321,HOME RANGE WINERY LLC,HOME RANGE WINERY,146 FLINTS CROSSING RD,,CANAAN,NY,12029,3/16/2020,2/28/2023,FARM WINERY,,,POINT (-73.419305 42.356452)
1304265,KINGS,DW,301,933861,GOTHAM SAKE LLC,BROOKLYN KURA,68 34TH ST,BLDG 6 STE B24,BROOKLYN,NY,11232,8/19/2020,9/30/2023,WINERY & SAKE PRODUCTION,,,POINT (-74.006408 40.657339)
2209780,SARATOGA,DW,301,935725,OLD TAVERN FARM WINERY LLC,OLD TAVERN FARM WINERY,45 BROWN RD,,STILLWATER,NY,12170,12/28/2020,12/31/2023,WINERY,,,POINT (-73.719365 43.018592)
2197521,ONEIDA,DW,301,934862,PROSPECT FALLS WINERY INC,,400 ACADEMY ST,,PROSPECT,NY,13435,10/9/2020,10/31/2023,WINERY,Outdoor Yard Area/Licensed Patio,,POINT (-75.153109 43.304279)
1322412,SUFFOLK,FD,106,999999,TWIN FORK BEER CO INC,,807 RAYNOR AVE,BUILDING A,RIVERHEAD,NY,11901,4/16/2020,3/31/2023,FARM BREWER,,,POINT (-72.682192 40.926215)
2209116,SCHOHARIE,FW,302,936340,MIDDLEBURGH WINERY LLC,MIDDLEBURGH WINERY,2636 STATE HWY 145,,MIDDLEBURGH,NY,12122,2/3/2021,2/29/2024,FARM WINERY,,,POINT (-74.35122 42.617192)
2215178,CAYUGA,FW,302,923374,HAMILTONS GORE INC,STERLING VALLEY VINEYARDS,2128 RTE 104A,,STERLING,NY,13156,4/2/2020,3/31/2023,FARM WINERY,,,POINT (-76.623466 43.36981300000001)
1299330,SUFFOLK,DA,206,999999,MATCHBOOK DISTILLING COMPANY LLC,ANTONYTM BOTTLE COMPANY,230 CORWIN ST,,GREENPORT,NY,11944,3/12/2019,3/31/2024,DISTILLER CLASS A-1,,,POINT (-72.369686 41.098607)
2220775,DUTCHESS,FY,313,931719,SALT  POINT MEADERY LLC,SLATE POINT MEADERY,178 MAIN STREET,SUITE #2,POUGHKEEPSIE,NY,12601,6/8/2020,4/30/2023,FARM MEADERY,,,POINT (-73.932133 41.704995000000004)
3163937,LIVINGSTON,MR,210,941160,LITTLE LAKE BREWING LLC,,5857 BIG TREE RD,,LAKEVILLE,NY,14480,7/9/2021,6/30/2023,"RESTAURANT BREWER SERVING LIQUOR, WINE, BEER AND CIDER",,"Recorded/Live Music, Licensed Yard, Patron Dancing",POINT (-77.7016 42.835399)
1323308,SUFFOLK,FD,106,999999,TRADEWINDS BREWING LLC,,70 W MAIN ST,,RIVERHEAD,NY,11901,5/4/2020,4/30/2023,FARM BREWER,,,POINT (-72.663445 40.916919)
2210558,DELAWARE,DA,206,935744,CHERYL AMBER LINS,DELAWARE PHOENIX DISTILLERY,44 WEST ST,STE 7,WALTON,NY,13856,12/29/2020,1/31/2024,CLASS A-1 DISTILLER,,,POINT (-75.137931 42.173121)
2197995,JEFFERSON,FW,302,938482,GRINDSTONE ISLAND WINERY CORP,,42811 SCHOOL HOUSE RD,GRINDSTONE ISLAND,CLAYTON,NY,13624,12/8/2020,12/31/2023,FARM WINERY,,,POINT (-76.099827 44.287336)
2220448,MADISON,MI,101,999999,ROCALE LLC DBA MEIER'S CREEK BREWING CO,"SEVEN ISLAND BREWERY, THE BRONX BREWERY",33 RIPPLETON RD,,CAZENOVIA,NY,13035,5/14/2020,4/30/2023,MICRO-BREWERY,COMPANY,Licensed Patio and Grounds,POINT (-75.863458 42.918919)
3164838,ONTARIO,MI,101,999999,D'ALLESANDRO ENTERPRISES LLC,FREQUENTEM BREWING COMPANY,254 S MAIN ST,,CANANDAIGUA,NY,14424,,7/31/2023,MICRO BREWER,,,POINT (-77.278666 42.88392)
2217919,BROOME,FD,106,999999,BEER TREE BREW WORKS INC,BEER TREE BREW,511 REYNOLDS RD,,JOHNSON CITY,NY,13790,8/31/2020,7/31/2023,FARM BREWER,,,POINT (-75.971995 42.131373)
1290462,KINGS,MI,101,999999,KINGS COUNTY BREWERS COLLECTIVE LLC,,381 TROUTMAN ST,,BROOKLYN,NY,11237,6/9/2016,7/31/2023,MICRO-BREWERY,,,POINT (-73.923487 40.70595)
3154013,SENECA,FW,302,925524,KELLEY ONEILL,RANDOLPH O'NEILL VINEYARD,6965 RTE 89,,OVID,NY,14521,3/30/2020,4/30/2023,FARM WINERY,,,POINT (-76.745056 42.686614)
1320015,NEW YORK,MI,101,999999,TORCH & CROWN SOHO LLC,TORCH & CROWN BREWING COMPANY,161 AVENUE OF THE AMERICAS,,NEW YORK,NY,10013,10/16/2020,9/30/2023,COMBINED CRAFT MICRO BREWER,"FB Stips: 12pm closing daily, background music only",,POINT (-74.003896 40.725813)
2223325,RENSSELAER,FW,302,938579,WINDY HILL CIDERY & WINERY INC,WINDY HILL ORCHARD,1297 BROOKVIEW STATION RD,,CASTLETON,NY,12003,3/4/2021,2/28/2024,FARM WINERY,,,POINT (-73.705023 42.538369)
2221701,DELAWARE,DD,207,999999,GRAVITY CIDERS INC,AWESTRUCK CIDERS,8 WINKLER RD,BUILDING 3,SIDNEY,NY,13838,10/20/2020,4/30/2023,FARM DISTILLER,,,POINT (-75.411421 42.308255)
2195360,JEFFERSON,FW,302,924854,MARY ELLEN SURDO,YELLOW BARN WINERY,18876 COUNTY RTE 66,,WATERTOWN,NY,13601,2/24/2020,3/31/2023,FARM WINERY,,,POINT (-76.070279 43.939073)
2220912,SARATOGA,FD,106,999999,ACTIVE INGREDIENT BREWING COMPANY  LLC,,2443 RTE 9,STE 301,MALTA,NY,12020,3/12/2021,2/28/2024,FARM BREWER,,,
3159941,STEUBEN,CF,309,938419,KEUKA CRAFT CIDERS LLC,,71 W ACADEMY ST,,CANISTEO,NY,14823,12/3/2020,11/30/2023,FARM CIDERY,,,POINT (-77.613411 42.26768700000001)
1330476,SUFFOLK,FW,302,935485,FARRM VINEYARD LLC,,3165 MAIN RD,,LAUREL,NY,11948,2/5/2021,1/31/2024,TENANT FARM WINERY,,,POINT (-72.55737 40.972305)
3157332,NIAGARA,FW,302,924240,PATRICK VAUGHN INCORPORATED,LITEN BUFFEL,8822 PEARSON RD,,MIDDLEPORT,NY,14105,1/24/2020,1/31/2023,FARM WINERY,,,POINT (-78.537754 43.227762)
3160069,ONTARIO,MI,101,999999,REINVENTION BREWING LLC,REINVENTION BREWING COMPANY,9 N MAIN ST,,MANCHESTER,NY,14504,12/20/2017,11/30/2023,MICRO-BREWER,,Licensed Porch/Patio/Yard,POINT (-77.23014 42.969805)
3159343,GENESEE,FW,302,934637,CIRCLE B WINERY INC,CIRCLE B WINERY,6870 NORTON RD,,ELBA,NY,14058,9/29/2020,9/30/2023,FARM WINERY,,,POINT (-78.139541 43.080199)
3155562,YATES,FW,302,939452,GLENORA WINE CELLARS INC,,5435 RTE 14,,DUNDEE,NY,14837,4/12/2021,4/30/2024,FARM WINERY,,,
2202999,ROCKLAND,MI,101,999999,SPECTACLE BREWING LLC,INDUSTRIAL ARTS BREWING CO,55 W RAILROAD AVE,BUILDINGS 3A/3D & 25W/25E,GARNERVILLE,NY,10923,7/1/2016,3/31/2024,MICRO BREWER,,,POINT (-73.989773 41.209009)
2217951,SARATOGA,DD,207,923299,OLD TAVERN FARM DISTILLERY LLC,,45 BROWN RD,,STILLWATER,NY,12170,3/6/2020,2/28/2023,FARM DISTILLER CLASS D,,,POINT (-73.719365 43.018592)
2214954,ULSTER,FW,302,935401,UNCOUTH VERMOUTH INCORPORATED,,82 POTTER HILL RD,,SAUGERTIES,NY,12477,1/6/2021,12/31/2023,FARM WINERY,,,POINT (-73.978463 42.002439)
2204609,FULTON,CF,309,935623,ROGERS' CIDERYARD LLC,ROGERS' CIDERYARD LLC,260 COUNTY HWY 131,,JOHNSTOWN,NY,12095,12/21/2020,12/31/2023,FARM CIDERY,,,POINT (-74.409855 43.033098)
2208599,ULSTER,DD,207,932733,ARKADY ALEKSANDRYANTS,ARKADIYA DISTILLERY,714 ULSTER HEIGHTS RD,,ELLENVILLE,NY,12428,7/23/2020,7/31/2023,FARM DISTILLER,,,POINT (-74.440693 41.7509)
1273119,NEW YORK,MR,210,933839,GASTROMARKET LTD,DEATH AVENUE,313 317 10TH AVE,,NEW YORK,NY,10001,8/18/2020,7/31/2023,"RESTAURANT BREWERY SERVING LIQUOR, WINE, BEER & CIDER",,Recorded Music - Licensed Backyard,
3160181,YATES,DW,301,939603,N KENDALL WINES LLC,"HICKORY HOLLOW WINE CELLARS, NATHAN K, CHEPIKA",20 HOLLISTER ST,UNIT 3,DUNDEE,NY,14837,4/15/2021,4/30/2024,WINERY,,,POINT (-76.97375 42.522449)
1293979,SUFFOLK,CF,309,923565,CITY CIDER HOUSE LLC,RIVERHEAD CIDER HOUSE,2711 SOUND AVE,UNIT C1 & C2,CALVERTON,NY,11933,12/20/2019,1/31/2023,FARM CIDERY,,,POINT (-72.729635 40.959109)
3155252,SENECA,FW,302,933657,BLACK DIAMOND FARM LLC,,4675 SENECA RD,,TRUMANSBURG,NY,14886,8/11/2020,8/31/2023,FARM WINERY,,,POINT (-76.656666 42.54777800000001)
2214091,SARATOGA,FW,302,925820,LONG ROAD WINEGROWERS LLC,GALWAY ROCK VINEYARD AND WINERY,998 NY 50,,BALLSTON LAKE,NY,12010,4/8/2020,3/31/2023,FARM WINERY,,,POINT (-73.874822 42.937037)
2204766,DELAWARE,CF,309,937868,FIRESIDE CIDER CO LLC,WAYSIDE CIDERS,55 REDDEN LN,,ANDES,NY,13731,11/2/2020,11/30/2023,FARM CIDERY,,Licensed Outdoor Courtyard,POINT (-74.785263 42.188356)
